124506	7.1410187
153822	7.1299309
30515	7.1290223
35256	7.0946202
122436	7.0834452
115273	7.060163
116595	7.0541225
66053	7.0424158
13707	6.9853157
70144	6.9847381
27542	6.9756059
3432	6.9737446
120476	6.9688244
148033	6.9445833
156604	6.9338796
126798	6.9288341
93512	6.9215858
65362	6.9200122
151621	6.9177317
60457	6.9168005
51267	6.904174
93460	6.8939414
51573	6.8791381
127545	6.8786712
28639	6.8782676
139180	6.8773005
18632	6.8595536
156680	6.849067
91359	6.8487444
62446	6.8484691
33283	6.8468356
152235	6.8450878
75383	6.8441586
124344	6.8439664
144437	6.8427445
14312	6.838967
6775	6.8370625
153852	6.8366122
144003	6.8333708
158944	6.8318202
89966	6.8291038
93787	6.8270594
7562	6.8247898
138914	6.8243295
64709	6.8234309
46658	6.8229284
35382	6.8214819
63674	6.8185808
73811	6.8150313
115695	6.8143626
157256	6.8098706
136796	6.8087152
13081	6.8060454
158780	6.8047746
152461	6.8046234
129924	6.8036847
354	6.802801
158718	6.7988472
93282	6.7988183
131616	6.7942545
20386	6.793082
129471	6.7904664
121256	6.7874124
105431	6.7860138
3117	6.7856025
3404	6.785592
79626	6.7822334
30265	6.7778538
38189	6.7760198
49816	6.7733854
134723	6.7724142
41455	6.7716648
33339	6.7712437
69558	6.7699488
34062	6.7693097
84159	6.7689717
90750	6.7669039
125394	6.7646555
133907	6.7640737
153245	6.7582787
134934	6.7571003
48514	6.7550681
91001	6.7536411
30453	6.7535548
48771	6.7515256
114244	6.7512065
7093	6.7500829
74680	6.7482343
111086	6.7480692
22920	6.7476749
98069	6.7461729
146463	6.7452035
77448	6.7422808
128818	6.7418249
38444	6.7401355
32814	6.7399356
156955	6.7377081
5372	6.7372635
25414	6.7362675
154156	6.7343907
58652	6.7334585
3339	6.7326172
112246	6.7312525
91749	6.7307235
89009	6.7299935
153198	6.7297646
55835	6.7275132
39218	6.726929
58699	6.7248188
158162	6.7221109
22321	6.72186
84176	6.721453
96685	6.7210964
104983	6.7210655
19069	6.7203274
7413	6.7192653
86036	6.7191933
66432	6.7186041
52884	6.7181049
74276	6.7178696
11962	6.7140931
56941	6.7138158
84281	6.7137962
57518	6.7136376
9396	6.7115724
104163	6.7113005
124592	6.7077945
121339	6.707229
109838	6.7072132
48440	6.7068026
53665	6.7065517
67909	6.7063595
21381	6.7057912
128935	6.704411
32155	6.7024486
25855	6.6928011
38125	6.6896881
125339	6.6883236
76939	6.6883043
149744	6.683636
124141	6.680729
62069	6.6786108
47338	6.6772132
41776	6.6765121
51535	6.6759128
8043	6.674873
117320	6.6725692
103823	6.6711117
3647	6.6706579
144998	6.6672987
41280	6.6670805
17708	6.666987
135708	6.6662101
31492	6.6638521
13665	6.6600813
14557	6.6597794
117549	6.6585107
944	6.6580722
44714	6.6544907
44337	6.652832
157752	6.6515918
78097	6.6511739
149004	6.6506343
68547	6.6498425
96109	6.6486354
129221	6.6483709
133550	6.6467841
107620	6.6461947
141617	6.6458775
143492	6.645722
126964	6.6437768
6999	6.6430207
30680	6.6424515
119180	6.6419991
81907	6.6415986
154763	6.6389517
28324	6.6389384
28358	6.6367773
97821	6.6365546
113837	6.6346712
85252	6.6344012
110585	6.6343627
140427	6.6340636
1368	6.6337465
65526	6.6325868
53151	6.6322807
19955	6.6319374
67593	6.6314847
131282	6.6310967
69163	6.6307988
132225	6.6277669
117958	6.6275832
102375	6.6259943
33319	6.6244508
24100	6.623143
128716	6.6210726
126728	6.6205347
129378	6.6186238
102599	6.6168003
92986	6.6164479
102784	6.6156387
94258	6.6149669
104019	6.6144838
130708	6.614195
116268	6.6126881
84088	6.6109741
16305	6.6100195
6283	6.6077985
45161	6.6072916
118804	6.6061619
126453	6.6058818
40494	6.6056985
152693	6.6040163
5119	6.6038518
32867	6.603745
82280	6.6036249
151107	6.603541
147218	6.6030402
135169	6.6020683
72384	6.6015803
28267	6.5999566
113974	6.599185
148211	6.5985211
104930	6.5974888
150815	6.5971161
37954	6.5965842
106701	6.5957098
54253	6.5941931
24588	6.593126
61281	6.5927014
137113	6.5921749
27459	6.5913123
5265	6.5906875
113355	6.5905605
414	6.5895363
129318	6.5888704
24009	6.5877724
65487	6.5859527
138667	6.5847422
126851	6.5839135
110312	6.5819549
123088	6.5809811
20039	6.580349
120879	6.5795592
37400	6.5788366
98843	6.5786268
74869	6.5783567
121824	6.5774273
25016	6.5765637
36462	6.5762968
24076	6.5762046
95175	6.5760079
101874	6.5759602
106518	6.5759066
9547	6.5758063
64410	6.5742206
137178	6.5740513
76689	6.5737103
94167	6.572945
112909	6.5728297
72849	6.5720375
78134	6.5713773
35100	6.571112
74251	6.5702564
25909	6.569841
60380	6.5689585
48752	6.5680653
158436	6.5674192
84164	6.5671758
4761	6.5665053
114667	6.5660133
85588	6.5648498
78920	6.563829
98394	6.5633862
23862	6.5630243
12330	6.5624409
20495	6.5611429
41181	6.5603065
63082	6.559882
17671	6.559787
87098	6.55971
104007	6.559461
31820	6.558816
108919	6.5585272
109699	6.5576792
136859	6.5571327
41017	6.5568794
107879	6.5560362
25731	6.5554531
75788	6.5553518
428	6.5551091
90242	6.5545811
103689	6.5545671
107713	6.5543922
41498	6.5542267
121678	6.5541774
5104	6.5541773
111530	6.5539899
143722	6.553615
99435	6.5535769
7541	6.5534199
84700	6.5532808
